电子信息科学与技术 李家宇 男 164 32316411 100 100
自动化 何岑杰 男 164 32316410 98 100
电子信息科学与技术 阿拉斯加 男 164 32316414 100 100
电子信息科学与技术 黑人 女 166 32316602 32 99
电子信息科学与技术 黑人 女 166 32316602 32 99
电子信息科学与技术 黑人 女 166 32316602 32 99
电子信息科学与技术 黑人 女 166 32316602 32 99
电子信息科学与技术 小红 女 163 32316301 79 98
电子信息科学与技术 小红 女 163 32316301 79 98
电子信息科学与技术 小红 女 163 32316301 79 98
电子信息科学与技术 小红 女 163 32316301 79 98
电子信息科学与技术 小李 男 164 32316403 80 97
电子信息科学与技术 小李 男 164 32316403 80 97
电子信息科学与技术 小李 男 164 32316403 80 97
电子信息科学与技术 小李 男 164 32316403 80 97
电子信息科学与技术 小李 男 164 32316403 80 97
电子信息科学与技术 小明 男 164 32316401 78 95
电子信息科学与技术 小明 男 164 32316401 78 95
电子信息科学与技术 小明 男 164 32316401 78 95
电子信息科学与技术 小明 男 164 32316401 78 95
电子信息科学与技术 小明 男 164 32316401 78 95
电子信息科学与技术 天王 男 165 32316504 56 89
电子信息科学与技术 天王 男 165 32316504 56 89
电子信息科学与技术 天王 男 165 32316504 56 89
电子信息科学与技术 天王 男 165 32316504 56 89
电子信息科学与技术 张三 男 165 32316501 45 89
电子信息科学与技术 张三 男 165 32316501 45 89
电子信息科学与技术 张三 男 165 32316501 45 89
电子信息科学与技术 张三 男 165 32316501 45 89
电子信息科学与技术 小绿 女 163 32316302 68 85
电子信息科学与技术 小绿 女 163 32316302 68 85
电子信息科学与技术 小绿 女 163 32316302 68 85
电子信息科学与技术 小绿 女 163 32316302 68 85
电子信息科学与技术 牛逼 女 166 32316601 48 78
电子信息科学与技术 牛逼 女 166 32316601 48 78
电子信息科学与技术 牛逼 女 166 32316601 48 78
电子信息科学与技术 牛逼 女 166 32316601 48 78
电子信息科学与技术 红光 男 166 32316608 89 76
电子信息科学与技术 红光 男 166 32316608 89 76
电子信息科学与技术 红光 男 166 32316608 89 76
电子信息科学与技术 红光 男 166 32316608 89 76
电子信息科学与技术 小光 男 164 32316402 98 75
电子信息科学与技术 小光 男 164 32316402 98 75
电子信息科学与技术 小光 男 164 32316402 98 75
电子信息科学与技术 小光 男 164 32316402 98 75
电子信息科学与技术 小光 男 164 32316402 98 75
电子信息科学与技术 小黑 男 161 32316101 78 75
电子信息科学与技术 小黑 男 161 32316101 78 75
电子信息科学与技术 小黑 男 161 32316101 78 75
电子信息科学与技术 小黑 男 161 32316101 78 75
电子信息科学与技术 小白 男 164 32316404 99 74
电子信息科学与技术 小白 男 164 32316404 99 74
电子信息科学与技术 小白 男 164 32316404 99 74
电子信息科学与技术 小白 男 164 32316404 99 74
电子信息科学与技术 小白 男 164 32316404 99 74
电子信息科学与技术 李四 男 165 32316502 97 73
电子信息科学与技术 李四 男 165 32316502 97 73
电子信息科学与技术 李四 男 165 32316502 97 73
电子信息科学与技术 李四 男 165 32316502 97 73
电子信息科学与技术 小黄 男 162 32316201 68 65
电子信息科学与技术 小黄 男 162 32316201 68 65
电子信息科学与技术 小黄 男 162 32316201 68 65
电子信息科学与技术 小黄 男 162 32316201 68 65
电子信息科学与技术 李佳豪 男 164 32316412 98 56
电子信息科学与技术 老父 男 165 32316503 45 46
电子信息科学与技术 老父 男 165 32316503 45 46
电子信息科学与技术 老父 男 165 32316503 45 46
电子信息科学与技术 老父 男 165 32316503 45 46
电子信息科学与技术 小慧 女 161 32316102 79 45
电子信息科学与技术 小慧 女 161 32316102 79 45
电子信息科学与技术 小慧 女 161 32316102 79 45
电子信息科学与技术 小慧 女 161 32316102 79 45
电子信息科学与技术 拜仁 男 166 32316603 75 45
电子信息科学与技术 拜仁 男 166 32316603 75 45
电子信息科学与技术 拜仁 男 166 32316603 75 45
电子信息科学与技术 拜仁 男 166 32316603 75 45
电子信息科学与技术 阿萨 女 161 32316103 75 43
电子信息科学与技术 阿萨 女 161 32316103 75 43
电子信息科学与技术 阿萨 女 161 32316103 75 43
电子信息科学与技术 阿萨 女 161 32316103 75 43
asd asd ads 1 2 3 4
